Positive,Negative,Neutral,Compound,Sent_result,Sentiment,Review,Index
0,0,1,0,1,Neutral,A message posted far in the past would be less saturated and less noticeable.,5752
0,0,1,0,1,Neutral,"As a user posts more messages to the board, his or her PeopleFlower will change, as shown in Figure 4.",5753
0,0,0,0,1,Neutral,4,5754
0,0,1,0,1,Neutral,"PEOPLE FLOWER: VISUALIZING A USER We will now discuss in more detail PeopleFlower, our visualization of the individual.",5755
0,0,1,0,1,Neutral,"Each user is represented as a flower, as shown in Figure 3.",5756
0,0,1,0,1,Neutral,"His/her data objects are represented as petals of the flower, arranged by time in a clockwise fashion.",5757
0,0,1,0,1,Neutral,Figure 4.,5758
0,0,1,0,1,Neutral,A user's PeopleFlower changes over time.,5759
0,0,1,0,1,Neutral,"A few things to note here: ??The numbers of petals increases as more messages are posted, just as a flower opens up.",5760
0,0,1,0,1,Neutral,"??Older petals move to the left as newer petals are added to the right, to maintain symmetry.",5761
0.167,0,0.833,0.34,0,Positive,The overall shape of a flower is determined by how many petals it has.,5762
0,0,1,0,1,Neutral,??Each petal fades over time showing time since posting.,5763
0,0,1,0,1,Neutral,"??A marked difference in saturation of adjacent petals, seen in the rightmost flower, denotes a gap in posting.",5764
0,0,1,0,1,Neutral,Figure 3.,5765
0,0,1,0,1,Neutral,Basic PeopleFlower.,5766
0,0,1,0,1,Neutral,Visual artists have long emphasized using representations that have the same level of visual and conceptual complexity as the objects they represent [Arnheim89].,5767
0.236,0,0.764,0.4019,0,Positive,We therefore wanted a simple object that can easily deal with a changing number of components.,5768
0.122,0,0.878,0.3612,0,Positive,"We also like the organic nature of a flower, and the suggestion that it changes over time, as users do.",5769
0,0,1,0,1,Neutral,The flower metaphor was chosen for its simplicity and intuitiveness.,5770
0,0,1,0,1,Neutral,"Other visualizations that use radial layout to display data include radar sweep visualizations and Kiviat Diagrams [Jefferies97, Harris97].",5771
0.075,0,0.925,0.296,0,Positive,"For more technical discussions on creating organic or nonphoto-realistic rendering, see [Kowalski99, Raskar99] 4.2 Response to posting For simplicity, we will focus our discussion on a Webbased mess,age b,""oard.,"",",5772
0,0,1,0,1,Neutral,Our findings can be generalized to Figure 5.,5773
0,0,1,0,1,Neutral,"Three users with same amount of postings over different durations, and with different amount of responses.",5774
0,0,1,0,1,Neutral,"PeopleFlower can display not only a user's own posting pattern, but also the amount of feedback from other users of the board.",5775
0.141,0,0.859,0.2023,0,Positive,This is important for illustrating the amount of interaction in an environment.,5776
0.13,0,0.87,0.2023,0,Positive,We have used pistil-like circles on top of the petals to denote responses.,5777
0,0,1,0,1,Neutral,"Each circle indicates one response to a post, as shown in Figure 5.",5778
0,0,1,0,1,Neutral,"While the three users in Figure 5 posted the same amount of messages, they posted at different time interval, as indicated by the saturation of the petals.",5779
0,0,1,0,1,Neutral,The amount of responses also varies greatly.,5780
0,0,1,0,1,Neutral,"??User A posted a series of messages in a short interval, and has not posted for a while.",5781
0,0,1,0,1,Neutral,"??Initial response to A was high, over time it decreased.",5782
0,0,1,0,1,Neutral,"??Users B and C both posted their messages over longer intervals, but C has gotten much more response.",5783
0,0,1,0,1,Neutral,4.3 Initial post vs. reply Why do the amounts of responses differ for these three users?,5784
0,0,1,0,1,Neutral,Figure 6 shows the same PeopleFlowers with petals colored by whether the post starts a new conversation (i.e.,5785
0,0,1,0,1,Neutral,initial posts versus replies).,5786
0,0.147,0.853,-0.2263,2,Negative,This scheme has been used in the Loom visualization for newsgroups [Donath99].,5787
0,0,1,0,1,Neutral,Figure 6.,5788
0,0,1,0,1,Neutral,"The same three users from Figure 5, this time with magenta representing initial posts, blue replies.",5789
0,0,1,0,1,Neutral,(See http://graphics.lcs.mit.edu/~becca/papers/pgarden .),5790
0,0,1,0,1,Neutral,Figure 7.,5791
0,0,1,0,1,Neutral,Traditional view of a message board.,5792
0,0,1,0,1,Neutral,PeopleGarden specifies how to layout the flowers for overview and comparison of users.,5793
0.294,0,0.706,0.7579,0,Positive,We have used the garden metaphor because a healthy garden has certain properties that we can use to represent a healthy discussion group.,5794
0.197,0,0.803,0.4927,0,Positive,"For example, a garden with more bright flowers indicates a discussion group with more new posts.",5795
0,0,1,0,1,Neutral,It looks healthier than one with faded flowers representing a group with mostly old posts.,5796
0.2,0,0.8,0.25,0,Positive,Figure 8 shows a PeopleGarden created for the same message board.,5797
0,0,1,0,1,Neutral,"The height of a flower represents how long a user has been in the board, as indicated by time of first posting.",5798
0,0,1,0,1,Neutral,This uses the metaphor that a flower planted earlier is taller than one planted later.,5799
0,0,1,0,1,Neutral,"A few patterns here: ??Many people have participated at the board since the beginning, and have been prolific contributors since.",5800
0,0,1,0,1,Neutral,"User A started with an initial post (shown in magenta), perhaps a question or a new topic of discussion.",5801
0,0,1,0,1,Neutral,There were many responses.,5802
0,0,1,0,1,Neutral,"Then User A replied to others??postings, and the level of response gradually dropped.",5803
0.257,0,0.743,0.3527,0,Positive,??A large number of casual participants dropped by to make a few posts.,5804
0,0,1,0,1,Neutral,??There are more users joining the board in the first half than the second.,5805
0,0,1,0,1,Neutral,"""??User B only responded to others posts, as indicated by all blue posts.""",5806
0,0,1,0,1,Neutral,??Users C made both initial posts and replies.,5807
0.203,0,0.797,0.4215,0,Positive,This user likes to both start new conversation and interact with others.,5808
0,0,1,0,1,Neutral,User C received the most replies.,5809
0.076,0,0.924,0.2023,0,Positive,We can also notice outliers such as the big red flower twothirds from the top and two-thirds from the left of Figure 8.,5810
0,0,1,0,1,Neutral,"While most people have more to say the longer they have been at the board, this relative late-comer has really bloomed and contributed much to the discussion.",5811
0.126,0,0.874,0.5803,0,Positive,We gain more insight into the situation: ??This example seems to suggest that one way to get more response from others would be to start a new conversation.,5812
0.149,0,0.851,0.2732,0,Positive,"See [Whittaker98, Smith99] for more studies about the interaction dynamics of Usenet newsgroups.",5813
0,0,1,0,1,Neutral,Now let us return to the four user questions we have raised at the beginning of the paper about on-line environments: Q1.,5814
0,0,1,0,1,Neutral,Do participants here really get involved?,5815
0,0,1,0,1,Neutral,(Post frequently or only once in a while?),5816
0,0,1,0,1,Neutral,Q2.,5817
0,0,1,0,1,Neutral,How much interaction is there?,5818
0,0,1,0,1,Neutral,(Do people reply?),5819
0,0,0,0,1,Neutral,5,5820
0,0,1,0,1,Neutral,"PEOPLE GARDEN: VISUALIZING GROUP OF USERS Having described our representation of individual users, we will now turn to placing these individual representations in the larger context of the on-going,discu,""ssions, i"","".e.,""",5821
0,0,1,0,1,Neutral,the message board.,5822
0,0,1,0,1,Neutral,Figure 7 shows a section of a sample board with about 1200 messages posted by 150 authors over the period of two months.,5823
0,0,1,0,1,Neutral,"Currently, users need to read through a large amount of text to determine who's who in the message board.",5824
0,0,1,0,1,Neutral,PeopleGarden is designed to facilitate this task.,5825
0,0,1,0,1,Neutral,"While PeopleFlower specifies how to represent individual users, Q3.",5826
0.429,0,0.571,0.4588,0,Positive,Do participants here welcome newcomers?,5827
0,0,1,0,1,Neutral,(Do newcomers get many replies?),5828
0,0,1,0,1,Neutral,Q4.,5829
0,0,1,0,1,Neutral,Who are the experts?,5830
0,0,1,0,1,Neutral,(Who has been here for some time or posted many messages?),5831
0.197,0,0.803,0.4019,0,Positive,The PeopleGarden in Figure 8 can help to answer a couple of these questions.,5832
0,0,1,0,1,Neutral,A1.,5833
0,0,1,0,1,Neutral,There are many users here with varying level of involvement.,5834
0,0,1,0,1,Neutral,"Many of them have also posted continuously, denoted by smooth change of saturation across a wide range.",5835
